,Overall rank,Country or region,Score,2018,Area,Item,Year,Unit,Value
2530,69,Hungary,5.62,10669.4,Hungary,Minimum dietary energy requirement  (kcal/cap/day),2020,kcal/capita/day,1934
2531,69,Hungary,5.62,10669.4,Hungary,Average dietary energy requirement (kcal/cap/day),2016,kcal/capita/day,2530
2532,69,Hungary,5.62,10669.4,Hungary,Average dietary energy requirement (kcal/cap/day),2017,kcal/capita/day,2528
2533,69,Hungary,5.62,10669.4,Hungary,Average dietary energy requirement (kcal/cap/day),2018,kcal/capita/day,2526
2534,69,Hungary,5.62,10669.4,Hungary,Average dietary energy requirement (kcal/cap/day),2019,kcal/capita/day,2524
2535,69,Hungary,5.62,10669.4,Hungary,Average dietary energy requirement (kcal/cap/day),2020,kcal/capita/day,2523
2536,69,Hungary,5.62,10669.4,Hungary,Coefficient of variation of habitual caloric consumption distribution (real number),2016,Number,0.21
2537,69,Hungary,5.62,10669.4,Hungary,Coefficient of variation of habitual caloric consumption distribution (real number),2017,Number,0.21
2538,69,Hungary,5.62,10669.4,Hungary,Coefficient of variation of habitual caloric consumption distribution (real number),2018,Number,0.21
2539,69,Hungary,5.62,10669.4,Hungary,Coefficient of variation of habitual caloric consumption distribution (real number),2019,Number,0.21
2540,69,Hungary,5.62,10669.4,Hungary,Coefficient of variation of habitual caloric consumption distribution (real number),2020,Number,0.21
2541,69,Hungary,5.62,10669.4,Hungary,Incidence of caloric losses at retail distribution level (percent),2016,%,1.5
2542,69,Hungary,5.62,10669.4,Hungary,Incidence of caloric losses at retail distribution level (percent),2017,%,1.5
2543,69,Hungary,5.62,10669.4,Hungary,Incidence of caloric losses at retail distribution level (percent),2018,%,1.5
2544,69,Hungary,5.62,10669.4,Hungary,Incidence of caloric losses at retail distribution level (percent),2019,%,1.5
2545,69,Hungary,5.62,10669.4,Hungary,Incidence of caloric losses at retail distribution level (percent),2020,%,1.5
2546,69,Hungary,5.62,10669.4,Hungary,Average fat supply (g/cap/day) (3-year average),2015-2017,g/capita/day,149
2547,69,Hungary,5.62,10669.4,Hungary,Average fat supply (g/cap/day) (3-year average),2016-2018,g/capita/day,150.7
2548,74,Turkey,5.483,12616.0,Turkey,Average dietary energy supply adequacy (percent) (3-year average),2015-2017,%,155
2549,74,Turkey,5.483,12616.0,Turkey,Average dietary energy supply adequacy (percent) (3-year average),2016-2018,%,155
2550,74,Turkey,5.483,12616.0,Turkey,Average dietary energy supply adequacy (percent) (3-year average),2017-2019,%,156
2551,74,Turkey,5.483,12616.0,Turkey,Average dietary energy supply adequacy (percent) (3-year average),2018-2020,%,156
2552,74,Turkey,5.483,12616.0,Turkey,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2015-2017,I$ per person,323
2553,74,Turkey,5.483,12616.0,Turkey,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2016-2018,I$ per person,159
2554,74,Turkey,5.483,12616.0,Turkey,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2015-2017,kcal/capita/day,3716
2555,74,Turkey,5.483,12616.0,Turkey,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2016-2018,kcal/capita/day,3713
2556,74,Turkey,5.483,12616.0,Turkey,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2017-2019,kcal/capita/day,3732
2557,74,Turkey,5.483,12616.0,Turkey,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2018-2020,kcal/capita/day,3742
2558,74,Turkey,5.483,12616.0,Turkey,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2015-2017,%,45
2559,74,Turkey,5.483,12616.0,Turkey,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2016-2018,%,44
2560,74,Turkey,5.483,12616.0,Turkey,Average protein supply (g/cap/day) (3-year average),2015-2017,g/capita/day,109.3
2561,74,Turkey,5.483,12616.0,Turkey,Average protein supply (g/cap/day) (3-year average),2016-2018,g/capita/day,109.3
2562,74,Turkey,5.483,12616.0,Turkey,Average supply of protein of animal origin (g/cap/day) (3-year average),2015-2017,g/capita/day,36.7
2563,74,Turkey,5.483,12616.0,Turkey,Average supply of protein of animal origin (g/cap/day) (3-year average),2016-2018,g/capita/day,37.7
2564,74,Turkey,5.483,12616.0,Turkey,Rail lines density (total route in km per 100 square km of land area),2016,per 100 square km of land area,1.3
2565,74,Turkey,5.483,12616.0,Turkey,Rail lines density (total route in km per 100 square km of land area),2017,per 100 square km of land area,1.3
2566,74,Turkey,5.483,12616.0,Turkey,Rail lines density (total route in km per 100 square km of land area),2018,per 100 square km of land area,1.3
2567,74,Turkey,5.483,12616.0,Turkey,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2016,I$,26385
2568,74,Turkey,5.483,12616.0,Turkey,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2017,I$,27913.8
2569,74,Turkey,5.483,12616.0,Turkey,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2018,I$,28312.7
2570,74,Turkey,5.483,12616.0,Turkey,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2019,I$,28199.1
2571,74,Turkey,5.483,12616.0,Turkey,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2020,I$,28385
2572,74,Turkey,5.483,12616.0,Turkey,Prevalence of undernourishment (percent) (3-year average),2015-2017,%,<2.5
2573,74,Turkey,5.483,12616.0,Turkey,Prevalence of undernourishment (percent) (3-year average),2016-2018,%,<2.5
2574,74,Turkey,5.483,12616.0,Turkey,Prevalence of undernourishment (percent) (3-year average),2017-2019,%,<2.5
2575,74,Turkey,5.483,12616.0,Turkey,Prevalence of undernourishment (percent) (3-year average),2018-2020,%,<2.5
2576,74,Turkey,5.483,12616.0,Turkey,Number of people undernourished (million) (3-year average),2015-2017,millions,
2577,74,Turkey,5.483,12616.0,Turkey,Number of people undernourished (million) (3-year average),2016-2018,millions,
2578,74,Turkey,5.483,12616.0,Turkey,Number of people undernourished (million) (3-year average),2017-2019,millions,
2579,74,Turkey,5.483,12616.0,Turkey,Number of people undernourished (million) (3-year average),2018-2020,millions,
2580,74,Turkey,5.483,12616.0,Turkey,Prevalence of severe food insecurity in the total population (percent) (3-year average),2015-2017,%,
2581,74,Turkey,5.483,12616.0,Turkey,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016-2018,%,
2582,74,Turkey,5.483,12616.0,Turkey,Prevalence of severe food insecurity in the total population (percent) (3-year average),2017-2019,%,
2583,74,Turkey,5.483,12616.0,Turkey,Prevalence of severe food insecurity in the total population (percent) (3-year average),2018-2020,%,
2584,74,Turkey,5.483,12616.0,Turkey,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2015-2017,%,
2585,74,Turkey,5.483,12616.0,Turkey,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2016-2018,%,
2586,74,Turkey,5.483,12616.0,Turkey,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2017-2019,%,
2587,74,Turkey,5.483,12616.0,Turkey,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018-2020,%,
2588,74,Turkey,5.483,12616.0,Turkey,Number of severely food insecure people (million) (3-year average),2015-2017,millions,
2589,74,Turkey,5.483,12616.0,Turkey,Number of severely food insecure people (million) (3-year average),2016-2018,millions,
2590,74,Turkey,5.483,12616.0,Turkey,Number of severely food insecure people (million) (3-year average),2017-2019,millions,
2591,74,Turkey,5.483,12616.0,Turkey,Number of severely food insecure people (million) (3-year average),2018-2020,millions,
2592,74,Turkey,5.483,12616.0,Turkey,Number of moderately or severely food insecure people (million) (3-year average),2015-2017,millions,
2593,74,Turkey,5.483,12616.0,Turkey,Number of moderately or severely food insecure people (million) (3-year average),2016-2018,millions,
2594,74,Turkey,5.483,12616.0,Turkey,Number of moderately or severely food insecure people (million) (3-year average),2017-2019,millions,
2595,74,Turkey,5.483,12616.0,Turkey,Number of moderately or severely food insecure people (million) (3-year average),2018-2020,millions,
2596,74,Turkey,5.483,12616.0,Turkey,Cereal import dependency ratio (percent) (3-year average),2015-2017,%,0
2597,74,Turkey,5.483,12616.0,Turkey,Cereal import dependency ratio (percent) (3-year average),2016-2018,%,0.8
2598,74,Turkey,5.483,12616.0,Turkey,Percent of arable land equipped for irrigation (percent) (3-year average),2015-2017,%,25.6
2599,74,Turkey,5.483,12616.0,Turkey,Percent of arable land equipped for irrigation (percent) (3-year average),2016-2018,%,26
2600,74,Turkey,5.483,12616.0,Turkey,Value of food imports in total merchandise exports (percent) (3-year average),2015-2017,%,6
2601,74,Turkey,5.483,12616.0,Turkey,Value of food imports in total merchandise exports (percent) (3-year average),2016-2018,%,6
2602,74,Turkey,5.483,12616.0,Turkey,Value of food imports in total merchandise exports (percent) (3-year average),2017-2019,%,6
2603,74,Turkey,5.483,12616.0,Turkey,Political stability and absence of violence/terrorism (index),2016,index,-2.01
2604,74,Turkey,5.483,12616.0,Turkey,Political stability and absence of violence/terrorism (index),2017,index,-1.79
2605,74,Turkey,5.483,12616.0,Turkey,Political stability and absence of violence/terrorism (index),2018,index,-1.31
2606,74,Turkey,5.483,12616.0,Turkey,Political stability and absence of violence/terrorism (index),2019,index,-1.34
2607,74,Turkey,5.483,12616.0,Turkey,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2016,1000 I$,14.8
2608,74,Turkey,5.483,12616.0,Turkey,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2017,1000 I$,19.3
2609,74,Turkey,5.483,12616.0,Turkey,Per capita food supply variability (kcal/cap/day),2016,kcal/capita/day,17
2610,74,Turkey,5.483,12616.0,Turkey,Per capita food supply variability (kcal/cap/day),2017,kcal/capita/day,22
2611,74,Turkey,5.483,12616.0,Turkey,Per capita food supply variability (kcal/cap/day),2018,kcal/capita/day,21
2612,74,Turkey,5.483,12616.0,Turkey,Per capita food supply variability (kcal/cap/day),2019,kcal/capita/day,32
2613,74,Turkey,5.483,12616.0,Turkey,Percentage of population using at least basic drinking water services (percent),2016,%,96.4
2614,74,Turkey,5.483,12616.0,Turkey,Percentage of population using at least basic drinking water services (percent),2017,%,96.6
2615,74,Turkey,5.483,12616.0,Turkey,Percentage of population using at least basic drinking water services (percent),2018,%,96.7
2616,74,Turkey,5.483,12616.0,Turkey,Percentage of population using at least basic drinking water services (percent),2019,%,96.9
2617,74,Turkey,5.483,12616.0,Turkey,Percentage of population using at least basic drinking water services (percent),2020,%,97
2618,74,Turkey,5.483,12616.0,Turkey,Percentage of population using safely managed sanitation services (Percent),2016,%,75.3
2619,74,Turkey,5.483,12616.0,Turkey,Percentage of population using safely managed sanitation services (Percent),2017,%,76.5
2620,74,Turkey,5.483,12616.0,Turkey,Percentage of population using safely managed sanitation services (Percent),2018,%,77.7
2621,74,Turkey,5.483,12616.0,Turkey,Percentage of population using safely managed sanitation services (Percent),2019,%,78.1
2622,74,Turkey,5.483,12616.0,Turkey,Percentage of population using safely managed sanitation services (Percent),2020,%,78.4
2623,74,Turkey,5.483,12616.0,Turkey,Percentage of population using at least basic sanitation services (percent),2016,%,97
2624,74,Turkey,5.483,12616.0,Turkey,Percentage of population using at least basic sanitation services (percent),2017,%,97.6
2625,74,Turkey,5.483,12616.0,Turkey,Percentage of population using at least basic sanitation services (percent),2018,%,98.1
2626,74,Turkey,5.483,12616.0,Turkey,Percentage of population using at least basic sanitation services (percent),2019,%,98.7
2627,74,Turkey,5.483,12616.0,Turkey,Percentage of population using at least basic sanitation services (percent),2020,%,99
2628,74,Turkey,5.483,12616.0,Turkey,Percentage of children under 5 years affected by wasting (percent),2018,%,1.7
2629,74,Turkey,5.483,12616.0,Turkey,Prevalence of obesity in the adult population (18 years and older),2016,%,32.1
2630,74,Turkey,5.483,12616.0,Turkey,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2018,%,40.7
2631,74,Turkey,5.483,12616.0,Turkey,Minimum dietary energy requirement  (kcal/cap/day),2016,kcal/capita/day,1848
2632,74,Turkey,5.483,12616.0,Turkey,Minimum dietary energy requirement  (kcal/cap/day),2017,kcal/capita/day,1850
2633,74,Turkey,5.483,12616.0,Turkey,Minimum dietary energy requirement  (kcal/cap/day),2018,kcal/capita/day,1852
2634,74,Turkey,5.483,12616.0,Turkey,Minimum dietary energy requirement  (kcal/cap/day),2019,kcal/capita/day,1853
2635,74,Turkey,5.483,12616.0,Turkey,Minimum dietary energy requirement  (kcal/cap/day),2020,kcal/capita/day,1855
2636,74,Turkey,5.483,12616.0,Turkey,Average dietary energy requirement (kcal/cap/day),2016,kcal/capita/day,2389
2637,74,Turkey,5.483,12616.0,Turkey,Average dietary energy requirement (kcal/cap/day),2017,kcal/capita/day,2392
2638,74,Turkey,5.483,12616.0,Turkey,Average dietary energy requirement (kcal/cap/day),2018,kcal/capita/day,2395
2639,74,Turkey,5.483,12616.0,Turkey,Average dietary energy requirement (kcal/cap/day),2019,kcal/capita/day,2397
2640,74,Turkey,5.483,12616.0,Turkey,Average dietary energy requirement (kcal/cap/day),2020,kcal/capita/day,2400
2641,74,Turkey,5.483,12616.0,Turkey,Coefficient of variation of habitual caloric consumption distribution (real number),2016,Number,0.22
2642,74,Turkey,5.483,12616.0,Turkey,Coefficient of variation of habitual caloric consumption distribution (real number),2017,Number,0.22
2643,74,Turkey,5.483,12616.0,Turkey,Coefficient of variation of habitual caloric consumption distribution (real number),2018,Number,0.22
2644,74,Turkey,5.483,12616.0,Turkey,Coefficient of variation of habitual caloric consumption distribution (real number),2019,Number,0.22
2645,74,Turkey,5.483,12616.0,Turkey,Coefficient of variation of habitual caloric consumption distribution (real number),2020,Number,0.23
2646,74,Turkey,5.483,12616.0,Turkey,Incidence of caloric losses at retail distribution level (percent),2016,%,4.07
2647,74,Turkey,5.483,12616.0,Turkey,Incidence of caloric losses at retail distribution level (percent),2017,%,4.07
2648,74,Turkey,5.483,12616.0,Turkey,Incidence of caloric losses at retail distribution level (percent),2018,%,4.07
2649,74,Turkey,5.483,12616.0,Turkey,Incidence of caloric losses at retail distribution level (percent),2019,%,4.07
2650,74,Turkey,5.483,12616.0,Turkey,Incidence of caloric losses at retail distribution level (percent),2020,%,4.07
2651,74,Turkey,5.483,12616.0,Turkey,Average fat supply (g/cap/day) (3-year average),2015-2017,g/capita/day,121
2652,74,Turkey,5.483,12616.0,Turkey,Average fat supply (g/cap/day) (3-year average),2016-2018,g/capita/day,121
2653,77,Portugal,5.41,12004.1,Portugal,Average dietary energy supply adequacy (percent) (3-year average),2015-2017,%,137
2654,77,Portugal,5.41,12004.1,Portugal,Average dietary energy supply adequacy (percent) (3-year average),2016-2018,%,138
2655,77,Portugal,5.41,12004.1,Portugal,Average dietary energy supply adequacy (percent) (3-year average),2017-2019,%,139
2656,77,Portugal,5.41,12004.1,Portugal,Average dietary energy supply adequacy (percent) (3-year average),2018-2020,%,140
2657,77,Portugal,5.41,12004.1,Portugal,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2015-2017,I$ per person,290
2658,77,Portugal,5.41,12004.1,Portugal,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2016-2018,I$ per person,140
2659,77,Portugal,5.41,12004.1,Portugal,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2015-2017,kcal/capita/day,3409
2660,77,Portugal,5.41,12004.1,Portugal,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2016-2018,kcal/capita/day,3423
2661,77,Portugal,5.41,12004.1,Portugal,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2017-2019,kcal/capita/day,3464
2662,77,Portugal,5.41,12004.1,Portugal,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2018-2020,kcal/capita/day,3494
2663,77,Portugal,5.41,12004.1,Portugal,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2015-2017,%,32
2664,77,Portugal,5.41,12004.1,Portugal,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2016-2018,%,32
2665,77,Portugal,5.41,12004.1,Portugal,Average protein supply (g/cap/day) (3-year average),2015-2017,g/capita/day,113
2666,77,Portugal,5.41,12004.1,Portugal,Average protein supply (g/cap/day) (3-year average),2016-2018,g/capita/day,114.3
2667,77,Portugal,5.41,12004.1,Portugal,Average supply of protein of animal origin (g/cap/day) (3-year average),2015-2017,g/capita/day,70.3
2668,77,Portugal,5.41,12004.1,Portugal,Average supply of protein of animal origin (g/cap/day) (3-year average),2016-2018,g/capita/day,72
2669,77,Portugal,5.41,12004.1,Portugal,Rail lines density (total route in km per 100 square km of land area),2016,per 100 square km of land area,2.8
2670,77,Portugal,5.41,12004.1,Portugal,Rail lines density (total route in km per 100 square km of land area),2017,per 100 square km of land area,2.8
2671,77,Portugal,5.41,12004.1,Portugal,Rail lines density (total route in km per 100 square km of land area),2018,per 100 square km of land area,2.8
2672,77,Portugal,5.41,12004.1,Portugal,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2016,I$,31847.5
2673,77,Portugal,5.41,12004.1,Portugal,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2017,I$,33044.7
2674,77,Portugal,5.41,12004.1,Portugal,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2018,I$,34040.7
2675,77,Portugal,5.41,12004.1,Portugal,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2019,I$,34879.7
2676,77,Portugal,5.41,12004.1,Portugal,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2020,I$,32181.2
2677,77,Portugal,5.41,12004.1,Portugal,Prevalence of undernourishment (percent) (3-year average),2015-2017,%,<2.5
2678,77,Portugal,5.41,12004.1,Portugal,Prevalence of undernourishment (percent) (3-year average),2016-2018,%,<2.5
2679,77,Portugal,5.41,12004.1,Portugal,Prevalence of undernourishment (percent) (3-year average),2017-2019,%,<2.5
2680,77,Portugal,5.41,12004.1,Portugal,Prevalence of undernourishment (percent) (3-year average),2018-2020,%,<2.5
2681,77,Portugal,5.41,12004.1,Portugal,Number of people undernourished (million) (3-year average),2015-2017,millions,
2682,77,Portugal,5.41,12004.1,Portugal,Number of people undernourished (million) (3-year average),2016-2018,millions,
2683,77,Portugal,5.41,12004.1,Portugal,Number of people undernourished (million) (3-year average),2017-2019,millions,
2684,77,Portugal,5.41,12004.1,Portugal,Number of people undernourished (million) (3-year average),2018-2020,millions,
2685,77,Portugal,5.41,12004.1,Portugal,Prevalence of severe food insecurity in the total population (percent) (3-year average),2015-2017,%,3.5
2686,77,Portugal,5.41,12004.1,Portugal,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016-2018,%,3.2
2687,77,Portugal,5.41,12004.1,Portugal,Prevalence of severe food insecurity in the total population (percent) (3-year average),2017-2019,%,2.9
2688,77,Portugal,5.41,12004.1,Portugal,Prevalence of severe food insecurity in the total population (percent) (3-year average),2018-2020,%,3.2
2689,77,Portugal,5.41,12004.1,Portugal,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2015-2017,%,13.2
2690,77,Portugal,5.41,12004.1,Portugal,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2016-2018,%,11.6
2691,77,Portugal,5.41,12004.1,Portugal,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2017-2019,%,10.7
2692,77,Portugal,5.41,12004.1,Portugal,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018-2020,%,11.5
2693,77,Portugal,5.41,12004.1,Portugal,Number of severely food insecure people (million) (3-year average),2015-2017,millions,0.4
2694,77,Portugal,5.41,12004.1,Portugal,Number of severely food insecure people (million) (3-year average),2016-2018,millions,0.3
2695,77,Portugal,5.41,12004.1,Portugal,Number of severely food insecure people (million) (3-year average),2017-2019,millions,0.3
2696,77,Portugal,5.41,12004.1,Portugal,Number of severely food insecure people (million) (3-year average),2018-2020,millions,0.3
2697,77,Portugal,5.41,12004.1,Portugal,Number of moderately or severely food insecure people (million) (3-year average),2015-2017,millions,1.4
2698,77,Portugal,5.41,12004.1,Portugal,Number of moderately or severely food insecure people (million) (3-year average),2016-2018,millions,1.2
2699,77,Portugal,5.41,12004.1,Portugal,Number of moderately or severely food insecure people (million) (3-year average),2017-2019,millions,1.1
2700,77,Portugal,5.41,12004.1,Portugal,Number of moderately or severely food insecure people (million) (3-year average),2018-2020,millions,1.2
2701,77,Portugal,5.41,12004.1,Portugal,Cereal import dependency ratio (percent) (3-year average),2015-2017,%,72.1
2702,77,Portugal,5.41,12004.1,Portugal,Cereal import dependency ratio (percent) (3-year average),2016-2018,%,74.4
2703,77,Portugal,5.41,12004.1,Portugal,Percent of arable land equipped for irrigation (percent) (3-year average),2015-2017,%,54.9
2704,77,Portugal,5.41,12004.1,Portugal,Percent of arable land equipped for irrigation (percent) (3-year average),2016-2018,%,57.8
2705,77,Portugal,5.41,12004.1,Portugal,Value of food imports in total merchandise exports (percent) (3-year average),2015-2017,%,13
2706,77,Portugal,5.41,12004.1,Portugal,Value of food imports in total merchandise exports (percent) (3-year average),2016-2018,%,13
2707,77,Portugal,5.41,12004.1,Portugal,Value of food imports in total merchandise exports (percent) (3-year average),2017-2019,%,13
2708,77,Portugal,5.41,12004.1,Portugal,Political stability and absence of violence/terrorism (index),2016,index,0.97
2709,77,Portugal,5.41,12004.1,Portugal,Political stability and absence of violence/terrorism (index),2017,index,1.12
2710,77,Portugal,5.41,12004.1,Portugal,Political stability and absence of violence/terrorism (index),2018,index,1.14
2711,77,Portugal,5.41,12004.1,Portugal,Political stability and absence of violence/terrorism (index),2019,index,1.13
2712,77,Portugal,5.41,12004.1,Portugal,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2016,1000 I$,18.7
2713,77,Portugal,5.41,12004.1,Portugal,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2017,1000 I$,19.4
2714,77,Portugal,5.41,12004.1,Portugal,Per capita food supply variability (kcal/cap/day),2016,kcal/capita/day,53
2715,77,Portugal,5.41,12004.1,Portugal,Per capita food supply variability (kcal/cap/day),2017,kcal/capita/day,61
2716,77,Portugal,5.41,12004.1,Portugal,Per capita food supply variability (kcal/cap/day),2018,kcal/capita/day,56
2717,77,Portugal,5.41,12004.1,Portugal,Per capita food supply variability (kcal/cap/day),2019,kcal/capita/day,43
2718,77,Portugal,5.41,12004.1,Portugal,Percentage of population using safely managed drinking water services (Percent),2016,%,95.4
2719,77,Portugal,5.41,12004.1,Portugal,Percentage of population using safely managed drinking water services (Percent),2017,%,95.4
2720,77,Portugal,5.41,12004.1,Portugal,Percentage of population using safely managed drinking water services (Percent),2018,%,95.4
2721,77,Portugal,5.41,12004.1,Portugal,Percentage of population using safely managed drinking water services (Percent),2019,%,95.4
2722,77,Portugal,5.41,12004.1,Portugal,Percentage of population using safely managed drinking water services (Percent),2020,%,95.4
2723,77,Portugal,5.41,12004.1,Portugal,Percentage of population using at least basic drinking water services (percent),2016,%,99
2724,77,Portugal,5.41,12004.1,Portugal,Percentage of population using at least basic drinking water services (percent),2017,%,99
2725,77,Portugal,5.41,12004.1,Portugal,Percentage of population using at least basic drinking water services (percent),2018,%,99
2726,77,Portugal,5.41,12004.1,Portugal,Percentage of population using at least basic drinking water services (percent),2019,%,99
2727,77,Portugal,5.41,12004.1,Portugal,Percentage of population using at least basic drinking water services (percent),2020,%,99
2728,77,Portugal,5.41,12004.1,Portugal,Percentage of population using safely managed sanitation services (Percent),2016,%,80.5
2729,77,Portugal,5.41,12004.1,Portugal,Percentage of population using safely managed sanitation services (Percent),2017,%,82.8
2730,77,Portugal,5.41,12004.1,Portugal,Percentage of population using safely managed sanitation services (Percent),2018,%,84.8
2731,77,Portugal,5.41,12004.1,Portugal,Percentage of population using safely managed sanitation services (Percent),2019,%,85
2732,77,Portugal,5.41,12004.1,Portugal,Percentage of population using safely managed sanitation services (Percent),2020,%,85.1
2733,77,Portugal,5.41,12004.1,Portugal,Percentage of population using at least basic sanitation services (percent),2016,%,99
2734,77,Portugal,5.41,12004.1,Portugal,Percentage of population using at least basic sanitation services (percent),2017,%,99
2735,77,Portugal,5.41,12004.1,Portugal,Percentage of population using at least basic sanitation services (percent),2018,%,99
2736,77,Portugal,5.41,12004.1,Portugal,Percentage of population using at least basic sanitation services (percent),2019,%,99
2737,77,Portugal,5.41,12004.1,Portugal,Percentage of population using at least basic sanitation services (percent),2020,%,99
2738,77,Portugal,5.41,12004.1,Portugal,Percentage of children under 5 years affected by wasting (percent),2016,%,0.6
2739,77,Portugal,5.41,12004.1,Portugal,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,%,3.5
2740,77,Portugal,5.41,12004.1,Portugal,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,%,3.4
2741,77,Portugal,5.41,12004.1,Portugal,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,%,3.4
2742,77,Portugal,5.41,12004.1,Portugal,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,%,3.3
2743,77,Portugal,5.41,12004.1,Portugal,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2020,%,3.3
2744,77,Portugal,5.41,12004.1,Portugal,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2016,%,8.2
2745,77,Portugal,5.41,12004.1,Portugal,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2017,%,8.3
2746,77,Portugal,5.41,12004.1,Portugal,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2018,%,8.4
2747,77,Portugal,5.41,12004.1,Portugal,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2019,%,8.5
2748,77,Portugal,5.41,12004.1,Portugal,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2020,%,8.5
2749,77,Portugal,5.41,12004.1,Portugal,Prevalence of obesity in the adult population (18 years and older),2016,%,20.8
2750,77,Portugal,5.41,12004.1,Portugal,Prevalence of anemia among women of reproductive age (15-49 years),2016,%,12.5
2751,77,Portugal,5.41,12004.1,Portugal,Prevalence of anemia among women of reproductive age (15-49 years),2017,%,12.7
2752,77,Portugal,5.41,12004.1,Portugal,Prevalence of anemia among women of reproductive age (15-49 years),2018,%,13
2753,77,Portugal,5.41,12004.1,Portugal,Prevalence of anemia among women of reproductive age (15-49 years),2019,%,13.2
2754,77,Portugal,5.41,12004.1,Portugal,Minimum dietary energy requirement  (kcal/cap/day),2016,kcal/capita/day,1914
2755,77,Portugal,5.41,12004.1,Portugal,Minimum dietary energy requirement  (kcal/cap/day),2017,kcal/capita/day,1914
2756,77,Portugal,5.41,12004.1,Portugal,Minimum dietary energy requirement  (kcal/cap/day),2018,kcal/capita/day,1914
2757,77,Portugal,5.41,12004.1,Portugal,Minimum dietary energy requirement  (kcal/cap/day),2019,kcal/capita/day,1914
2758,77,Portugal,5.41,12004.1,Portugal,Minimum dietary energy requirement  (kcal/cap/day),2020,kcal/capita/day,1914
2759,77,Portugal,5.41,12004.1,Portugal,Average dietary energy requirement (kcal/cap/day),2016,kcal/capita/day,2491
2760,77,Portugal,5.41,12004.1,Portugal,Average dietary energy requirement (kcal/cap/day),2017,kcal/capita/day,2492
2761,77,Portugal,5.41,12004.1,Portugal,Average dietary energy requirement (kcal/cap/day),2018,kcal/capita/day,2493
2762,77,Portugal,5.41,12004.1,Portugal,Average dietary energy requirement (kcal/cap/day),2019,kcal/capita/day,2493
2763,77,Portugal,5.41,12004.1,Portugal,Average dietary energy requirement (kcal/cap/day),2020,kcal/capita/day,2493
2764,77,Portugal,5.41,12004.1,Portugal,Coefficient of variation of habitual caloric consumption distribution (real number),2016,Number,0.21
